year_code,quarter_code,commercial_district_code,commercial_district_name,monthly_average_income_amount,expenditure_total_amount
2023,1,3110510,홍연시장,2641781.0,579244468.0
2023,1,3110511,연희초등학교,3357913.0,2252287745.0
2023,1,3110512,연희지하차도,2636353.0,1816870268.0
2023,1,3110513,연희파출소,3654882.0,829313614.0
2023,1,3110514,서대문우체국,3168541.0,1410195103.0
2023,1,3110515,홍은중학교,2470950.0,1588500871.0
2023,1,3110517,서대문소방서,4057300.0,664386112.0
2023,1,3110519,서대문구보건소별관,2619770.0,1936287261.0
2023,1,3110520,경의중앙 신촌역,2857910.0,701982609.0
2023,1,3110521,홍제역 4번,2398698.0,400180468.0
2023,1,3110522,홍제역 3번,2349381.0,814810804.0
2023,1,3110523,홍제성원아파트,2789176.0,332600177.0
2023,1,3110524,연희세브란스병원,4640358.0,214776977.0
2023,1,3110525,홍은종합사회복지관,2675378.0,207280908.0
2023,1,3110526,봉원사,3747945.0,1211255537.0
2023,1,3110527,홍제역 2번,2402149.0,1683762981.0
2023,1,3110528,서울여자간호대학교,2306159.0,528059492.0
2023,1,3110529,홍제3동주민센터,2321427.0,1344013857.0
2023,1,3110532,아현역 2번,2552270.0,1429461035.0
2023,1,3110533,충정로역 7번,2259389.0,687237101.0
2023,1,3110534,경기대학교,2967758.0,749839709.0
2023,1,3110535,영천시장입구,2581622.0,729661119.0
2023,1,3110536,돈의문센트레빌아파트입구,2951104.0,310168417.0
2023,1,3110537,충정로현대아파트,3731666.0,478740137.0
2023,1,3110538,충정로역 3번,4171036.0,51305691.0
2023,1,3110539,미근동,2803970.0,88275924.0
2023,1,3110540,망원나들목체육관,2812564.0,1530480813.0
2023,1,3110541,동교초등학교,2695268.0,2541951301.0
2023,1,3110542,마포구청역 7번,2815219.0,3034514672.0
2023,1,3110543,중암중학교,2833001.0,539449865.0
2023,1,3110544,망리단길,2649529.0,6703960241.0
2023,1,3110545,마포구청역 1번,3104353.0,1071004339.0
2023,1,3110546,양화대교북단,2679531.0,1437192166.0
2023,1,3110547,KB국민은행 망원동지점,3007381.0,1319192525.0
2023,1,3110548,마포구청역 4번,2811320.0,1515868625.0
2023,1,3110549,새터산,2588927.0,2407542741.0
2023,1,3110550,합정역 8번,2887800.0,3611433832.0
2023,1,3110551,성서초등학교,2980425.0,2482957085.0
2023,1,3110552,성미산체육관,2772144.0,1562373683.0
2023,1,3110553,가좌역 2번,2690340.0,1965866443.0
2023,1,3110554,망원역 1번,2895525.0,2253809542.0
2023,1,3110555,홍익지구대,3109044.0,183551134.0
2023,1,3110557,홍대부속여중고앞,3059877.0,2547081784.0
2023,1,3110558,경성고등학교,2637839.0,4489199222.0
2023,1,3110559,성산중학교,3028957.0,1608332864.0
2023,1,3110560,마포FM,2894200.0,804133940.0
2023,1,3110561,상수역 4번,2681386.0,1661226050.0
2023,1,3110562,연트럴파크(연남동주민센터),3100817.0,1851242744.0
2023,1,3110563,상수역 3번,3412095.0,434720965.0
2023,1,3110564,홍대입구역 3번,2584653.0,483002466.0
2023,1,3110565,홍익대,2626466.0,951907575.0
2023,1,3110566,경의선책거리,3010858.0,1275367845.0
2023,1,3110567,광흥창역 6번,2598779.0,178403782.0
2023,1,3110568,광흥창역 1번,4410594.0,206949637.0
2023,1,3110569,홍대땡땡거리,2574890.0,763200240.0
2023,1,3110570,KB국민은행 서강지점,5088849.0,295293442.0
2023,1,3110571,신수동주민센터,3837596.0,1125675926.0
2023,1,3110572,서강대역 1번,2708190.0,1235262325.0
2023,1,3110573,신촌역 6번,2520614.0,210228627.0
2023,1,3110574,서강대학교,2708192.0,73649680.0
2023,1,3110575,대흥동주민센터,2471781.0,784688457.0
2023,1,3110576,대흥역 3번,3283725.0,419864579.0
2023,1,3110577,용강동주민센터,3753062.0,366271695.0
2023,1,3110578,대흥역 2번,2643186.0,899421230.0
2023,1,3110579,마포역 4번,3182705.0,786740699.0
2023,1,3110580,양원초등학교,2559201.0,408810730.0
2023,1,3110582,이대역 5번,2338936.0,564853555.0
2023,1,3110583,공덕래미안3차아파트,3329675.0,30885043.0
2023,1,3110584,아현역 4번,3259482.0,1543871.0
2023,1,3110585,마포경찰서,1844644.0,199998259.0
2023,1,3110586,서울서부지방법원,3376482.0,1701297514.0
2023,1,3110587,공덕동주민센터,3158287.0,1288732413.0
2023,1,3110588,한겨레신문사,2616707.0,1777320045.0
2023,1,3110589,애오개역 3번,2407400.0,826777934.0
2023,1,3110590,만리재,2331968.0,1999968639.0
2023,1,3110591,충정로역 6번,2441528.0,1074187069.0
2023,1,3110592,서울금융고등학교,2063306.0,748242798.0
2023,1,3110593,신월3동주민센터,2031681.0,2620567323.0
2023,1,3110594,신월중학교,2687710.0,1664135709.0
2023,1,3110595,메디힐병원,2332848.0,2931768057.0
2023,1,3110596,서서울호수공원,2338583.0,1533681197.0
2023,1,3110597,신월1동주민센터,2172799.0,2810766098.0
2023,1,3110598,신월문화체육센터,2114255.0,1866224214.0
2023,1,3110599,신월1파출소,2277265.0,1834134698.0
2023,1,3110600,신월7동주민센터,2123253.0,2060229642.0
2023,1,3110601,신월1동우편취급국,2257008.0,3647813017.0
2023,1,3110602,신월시영아파트중문,1979011.0,616868624.0
2023,1,3110603,지향초등학교,2714458.0,118268798.0
2023,1,3110604,신월4동주민센터,2629680.0,2853512970.0
2023,1,3110605,목동센트럴아이파크앞,2640225.0,473578453.0
2023,1,3110606,신한은행 신월동지점,2509484.0,3791510979.0
2023,1,3110607,금빛새마을금고본점,2232961.0,494492231.0
2023,1,3110608,신월2동주민센터,2400543.0,4184460258.0
2023,1,3110609,신정네거리역 2번,2567563.0,1208538886.0
2023,1,3110611,신정역 1번,2554146.0,2729086305.0
2023,1,3110612,신정역 5번,2415078.0,4282584029.0
2023,1,3110613,신정네거리역 4번,2870879.0,326594452.0
2023,1,3110614,목동로데오거리,2736163.0,1180582445.0
2023,1,3110615,신서초등학교,3389787.0,534129837.0
2023,1,3110616,양목초등학교,2724732.0,429491556.0
2023,1,3110617,등촌역 4번,2551950.0,1326777695.0
2023,1,3110618,강서고등학교,2552243.0,3163873864.0
2023,1,3110619,목4동주민센터,2755402.0,681581709.0
2023,1,3110620,목동보건지소,2853024.0,4461261418.0
2023,1,3110621,목동역 5번,4758444.0,466891033.0
2023,1,3110622,달마을공원,2848522.0,2239336449.0
2023,1,3110624,목동문화체육센터,2669785.0,1336279100.0
2023,1,3110625,신정2동주민센터,4726243.0,1375426945.0
2023,1,3110626,양화초등학교,2844252.0,3531045496.0
2023,1,3110627,신정롯데캐슬아파트,3254245.0,1163655145.0
2023,1,3110628,신목동역,3271250.0,985837844.0
2023,1,3110629,송정역 4번,2531294.0,430980014.0
2023,1,3110630,공항시장역 1번,2596503.0,3710915172.0
2023,1,3110631,방화초등학교,2560726.0,1978083690.0
2023,1,3110632,방화역 3번,2557406.0,828298124.0
2023,1,3110633,개화산역 1번,2636728.0,172812066.0
2023,1,3110634,송정역 3번,2532635.0,4118856855.0
2023,1,3110635,공항시장역 3번,2518520.0,1831198845.0
2023,1,3110636,방화역 2번,2995050.0,867480689.0
2023,1,3110637,송정역 2번,2622951.0,864496469.0
2023,1,3110638,신방화역 2번,2832019.0,4255232525.0
2023,1,3110639,신방화역 8번,2356852.0,2513491534.0
2023,1,3110640,방화역 1번,2767319.0,1189594462.0
2023,1,3110641,공항고등학교,3054851.0,970947363.0
2023,1,3110643,강서구다솔마을,2491209.0,1782741564.0
2023,1,3110644,신광명마을,2426394.0,506825281.0
2023,1,3110645,우장산역 4번,2943421.0,3997066045.0
2023,1,3110646,푸른들청소년도서관,2436179.0,4508267792.0
2023,1,3110647,화곡역 5번,2527630.0,5300469043.0
2023,1,3110649,우장산역 1번,3147965.0,1832829872.0
2023,1,3110650,우장산힐스테이트,3217713.0,477309731.0
2023,1,3110651,화원중학교,2382209.0,4298124268.0
2023,1,3110652,양천향교역 2번,2966100.0,688804836.0
2023,1,3110653,화곡역 2번,2591427.0,2587473789.0
2023,1,3110654,까치산역 4번,2375144.0,9078000782.0
2023,1,3110655,발산역 5번,2951340.0,532052675.0
2023,1,3110656,까치산역 3번,2488004.0,6189713776.0
2023,1,3110657,양천향교역 5번,3478336.0,376718250.0
2023,1,3110658,화곡초등학교,2423921.0,2195351310.0
2023,1,3110659,화곡역 4번,2384218.0,11860857850.0
2023,1,3110660,등촌3동주민센터,2772852.0,1106728683.0
2023,1,3110661,강서새말어린이공원,2586600.0,864492966.0
2023,1,3110662,까치산역 1번,2411767.0,7833376627.0
2023,1,3110663,우장산롯데캐슬아파트앞,2978848.0,1050668642.0
2023,1,3110664,강서구청옆,2407646.0,322987925.0
2023,1,3110665,곰달래도서관,2427316.0,3464119062.0
2023,1,3110666,KC대학교,2316476.0,768977730.0
2023,1,3110668,화곡2동주민센터,2432867.0,5561861165.0
2023,1,3110670,신곡초등학교,2361412.0,4021362820.0
2023,1,3110671,등촌1동주민센터,3071313.0,3589347712.0
2023,1,3110672,백석중학교,2677305.0,1623702434.0
2023,1,3110673,뜸부기어린이공원,2449973.0,2297665475.0
2023,1,3110675,화곡4동주민센터,2518546.0,4296812026.0
2023,1,3110676,등촌역 7번,2871171.0,2118152368.0
2023,1,3110677,등촌역 1번,3278997.0,486850413.0
2023,1,3110678,염창무학아파트,3397418.0,422634868.0
2023,1,3110679,염창역 2번,3413529.0,470756481.0
2023,1,3110680,온수역 5번(온수산업단지),2536185.0,1243647721.0
2023,1,3110681,온수역 1번,2524101.0,204334891.0
2023,1,3110683,오류고등학교,2511210.0,993945758.0
2023,1,3110684,서울공연예술고등학교,2319992.0,992156603.0
2023,1,3110686,수궁동주민센터,2338274.0,2256531149.0
2023,1,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",2623761.0,252729458.0
2023,1,3110688,오류지구대,2302218.0,1944731409.0
2023,1,3110689,오류동역 3번,2291258.0,1877957107.0
2023,1,3110690,오류2동버들시장,2414608.0,2303174012.0
2023,1,3110691,개봉중학교,2272707.0,1228170804.0
2023,1,3110692,큰굴다리,2331410.0,1299437958.0
2023,1,3110693,오류동역 4번,2559751.0,135442810.0
2023,1,3110694,세곡초등학교,2238752.0,3051012360.0
2023,1,3110695,개봉1동주민센터,2311121.0,2705380780.0
2023,1,3110696,오류동역 1번,2357644.0,2412778742.0
2023,1,3110697,개봉3동주민센터,2323607.0,1630413656.0
2023,1,3110698,개웅초등학교(개웅중학교),2322212.0,3172850972.0
2023,1,3110699,덕의초등학교,2322864.0,817611389.0
2023,1,3110700,고척초등학교,2307419.0,1644156761.0
2023,1,3110701,고척동성당,2592441.0,737207209.0
2023,1,3110702,개봉초등학교,2483755.0,1015985499.0
2023,1,3110703,개봉역,2724763.0,816070401.0
2023,1,3110706,그라운드 고척,2615630.0,422659205.0
2023,1,3110707,구로창업지원센터,2368579.0,1551920487.0
2023,1,3110708,화원어린이공원,2409705.0,579758402.0
2023,1,3110709,구로119안전센터,2258470.0,1081385045.0
2023,1,3110710,남구로역 3번,2259403.0,2759729749.0
2023,1,3110711,구로초등학교,2322431.0,1809327895.0
2023,1,3110712,남구로역 5번,2190144.0,3695928374.0
2023,1,3110713,구로보건소,2722937.0,4073370939.0
2023,1,3110714,구로4동주민센터,2390665.0,2122010918.0
2023,1,3110715,구로구민회관,2289202.0,756693948.0
2023,1,3110716,구로나눔길,2343673.0,415847556.0
2023,1,3110717,남구로역 2번,2204308.0,4446940926.0
2023,1,3110718,한국SGI본부,2637588.0,1391931447.0
2023,1,3110719,영서중학교,2471990.0,408888604.0
2023,1,3110720,대림역 2번,2554957.0,1357695927.0
2023,1,3110721,가리봉파출소,2476601.0,1122978999.0
2023,1,3110722,G타워,2510044.0,1974709303.0
2023,1,3110723,가산디지털단지역 1번 출입구,2666322.0,553429611.0
2023,1,3110724,금천구립가산도서관,2439952.0,1677282697.0
2023,1,3110725,가산동주민센터,2486852.0,883320166.0
2023,1,3110726,금천철쭉어린이공원(금하마을),2226276.0,765162670.0
2023,1,3110727,독산역 1번 출입구,2564261.0,645782467.0
2023,1,3110728,두산초등학교,2538562.0,499326947.0
2023,1,3110729,가산동우체국,2306140.0,1944008149.0
2023,1,3110730,서울축산농협 독산역지점(독산파출소),2492818.0,2003118891.0
2023,1,3110731,금천구청역 1번 출입구,2381086.0,491136065.0
2023,1,3110732,가산초등학교(세일중학교),2296315.0,2629109196.0
2023,1,3110733,금천어울림복지센터,2668325.0,176214564.0
2023,1,3110734,금천파출소,2102840.0,36451745.0
2023,1,3110735,말미고개,2365984.0,2769962029.0
2023,1,3110736,독산119안전센터,2314240.0,2143939702.0
2023,1,3110737,금천세무서,2446199.0,1401946792.0
2023,1,3110738,문성초등학교,2269506.0,1466230022.0
2023,1,3110739,시흥3동 우편취급국,2251001.0,170883832.0
2023,1,3110740,금천해태공원,2338975.0,2506007736.0
2023,1,3110741,독산2동주민센터,2215615.0,1526480368.0
2023,1,3110742,KT금천빌딩(금천구시설관리공단),2634684.0,105963339.0
2023,1,3110743,시흥초등학교(시흥1동우체국),2398905.0,2313042808.0
2023,1,3110744,독산동성당,2232430.0,3583350657.0
2023,1,3110745,독산동정훈단지,2183058.0,1190169992.0
2023,1,3110746,금천금빛공원(은행나무사거리서측),2223469.0,887828368.0
2023,1,3110747,석수역 1번 출입구,2588584.0,548438825.0
2023,1,3110748,백산초등학교,2392421.0,833746916.0
2023,1,3110749,금산초등학교(금천고등학교),2559024.0,2751956979.0
2023,1,3110750,시흥4동주민센터(서울신흥초등학교),2213453.0,1637295016.0
2023,1,3110751,난곡중학교,2301921.0,2927599624.0
2023,1,3110752,한울중학교,2335792.0,2863978108.0
2023,1,3110753,시흥동 은행나무사거리,2268199.0,2938316444.0
2023,1,3110754,삼성산자연공원(서울금천초등학교),2276316.0,2303473474.0
2023,1,3110755,동일여자고등학교,2422210.0,660224442.0
2023,1,3110756,문래중학교,3793790.0,567354454.0
2023,1,3110757,양평역 2번,3187060.0,669567054.0
2023,1,3110758,문래소공원,3878992.0,200434522.0
2023,1,3110760,선유도역 6번,3868034.0,441722776.0
2023,1,3110762,선유도역 1번,3444250.0,4827525786.0
2023,1,3110765,문래동사거리,2615788.0,247856303.0
2023,1,3110766,대림역 5번,2441388.0,1621629912.0
2023,1,3110767,도림동주민센터,2419231.0,450218267.0
2023,1,3110768,도림2동유수지내체육시설,2985064.0,421614481.0
2023,1,3110769,대림차이나타운(대림역 12번),2290453.0,432214845.0
2023,1,3110770,영등포구청역 6번,2523596.0,1034144850.0
2023,1,3110771,대림역 11번,2419065.0,238898435.0
2023,1,3110772,신우어린이공원,2388924.0,531871512.0
2023,1,3110774,당산반도유보라팰리스아파트,3078322.0,949463132.0
2023,1,3110775,대동초등학교,2245071.0,406331301.0
2023,1,3110776,도신초등학교,2258202.0,1306794675.0
2023,1,3110777,구로세무서,1795540.0,93943231.0
2023,1,3110778,구로디지털단지역 4번,2325145.0,1856849223.0
2023,1,3110780,신길대성유니드아파트,2350264.0,1047820072.0
2023,1,3110781,대림한신아파트,2533053.0,1229736580.0
2023,1,3110782,영등포시장역 4번,2984916.0,643596295.0
2023,1,3110783,영등포시장역 1번,2504915.0,634504452.0
2023,1,3110784,신대림초등학교,2318860.0,456603806.0
2023,1,3110785,영등포푸르지오아파트,2354835.0,1738821190.0
2023,1,3110786,당산역 8번,3375381.0,1303145954.0
2023,1,3110787,신길3동주민센터,2188880.0,1141224017.0
2023,1,3110788,영등포시장역 3번,2696466.0,294079407.0
2023,1,3110789,대림성모병원,2385574.0,766250747.0
2023,1,3110790,대림1동주민센터,2283125.0,1388611996.0
2023,1,3110791,신풍역 3번,3290371.0,130159657.0
2023,1,3110792,영등포역 2번,2401852.0,2107611346.0
2023,1,3110794,영동초등학교,3219512.0,1491679979.0
2023,1,3110795,도림초등학교,2347333.0,955183276.0
2023,1,3110796,한림대학교한강성심병원,3192941.0,662515929.0
2023,1,3110798,신풍역 2번,2650441.0,216940094.0
2023,1,3110799,영등포본동주민센터,2375409.0,286772940.0
2023,1,3110800,영등포동성당,3022176.0,495631683.0
2023,1,3110802,신길동홍어거리,2412832.0,547137587.0
2023,1,3110803,신길2동우편취급국,2485526.0,1414470246.0
2023,1,3110804,신풍역 1번,2421689.0,814442048.0
2023,1,3110805,신길새마을금고신길4동지점,2240757.0,251705385.0
2023,1,3110807,신길역 3번,3408119.0,1178886251.0
2023,1,3110809,장훈고등학교,2564556.0,375240099.0
2023,1,3110810,영신초등학교,2383943.0,1585283528.0
2023,1,3110811,보라매역 4번,2613894.0,620109198.0
2023,1,3110812,신길6동주민센터,2621573.0,604720460.0
2023,1,3110813,보라매역 6번,2571474.0,1231817402.0
2023,1,3110814,서울지방병무청,2564661.0,1703368986.0
2023,1,3110815,공군호텔,2745764.0,1832200208.0
2023,1,3110816,대방역 6번,2850103.0,1102084880.0
2023,1,3110818,신대방역 3번,2421143.0,309089207.0
2023,1,3110819,신대방역 4번,2432526.0,2477965115.0
2023,1,3110820,성남고등학교,3079450.0,2408393470.0
2023,1,3110821,보라매역 2번,2541261.0,2924353294.0
2023,1,3110822,신대방삼거리역 4번(대림초등학교),2754289.0,2780941265.0
2023,1,3110823,신대방삼거리역 3번,2663848.0,1507163509.0
2023,1,3110824,대방역 3번,2924545.0,296188304.0
2023,1,3110825,신대방삼거리역 1번,2468002.0,4819633269.0
2023,1,3110826,장승배기역 4번,2451401.0,2033499501.0
2023,1,3110827,NH농협은행 상도동지점,2382603.0,862223470.0
2023,1,3110817,대방역 4번,2902646.0,397654370.0
2023,1,3110828,노량진역 6번,2420219.0,3212897642.0
2023,1,3110829,장승배기역 5번,2378988.0,1448807721.0
2023,1,3110830,상도초등학교,2497255.0,1868210442.0
2023,1,3110831,상도4동주민센터,2583262.0,1380200649.0
2023,1,3110832,노량진초등학교,2488371.0,1596696443.0
2023,1,3110833,상도역 2번,2689708.0,1298518465.0
2023,1,3110835,상도역 1번,2646848.0,548648898.0
2023,1,3110836,상도역 5번,3734309.0,5584081974.0
2023,1,3110837,숭실대입구역 1번,2742173.0,3135385640.0
2023,1,3110838,상도1동주민센터앞,2727335.0,132850687.0
2023,1,3110839,숭실대입구역 4번,3165536.0,1507469763.0
2023,1,3110840,중앙대학교,2997154.0,1012727735.0
2023,1,3110841,중대부중,2937349.0,1039605800.0
2023,1,3110842,흑리단길,2454450.0,166950698.0
2023,1,3110843,사당5동주민센터,2755913.0,610366411.0
2023,1,3110845,사당종합체육관,2380567.0,639100605.0
2023,1,3110846,남성역 1번,2559802.0,3841011054.0
2023,1,3110847,예술인마을,2758355.0,2449035949.0
2023,1,3110848,양지어린이공원,2661257.0,2485009239.0
2023,1,3110849,이수역 10번,2485313.0,1840625390.0
2023,1,3110850,사당역 10번,2801178.0,3788889097.0
2023,1,3110851,경문고등학교(동작동성당),2558033.0,1738152782.0
2023,1,3110852,이수역 9번,2801596.0,671645110.0
2023,1,3110853,KT구로지사,2538618.0,1200761805.0
2023,1,3110854,조원동주민센터,2336728.0,1067787992.0
2023,1,3110855,신대방역 2번,2493595.0,2228561226.0
2023,1,3110856,미성초등학교,2478847.0,2275495134.0
2023,1,3110857,미성동주민센터,2419810.0,2278245838.0
